,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
10,2.7E+02,2.0E+03,1.1E+04,4.8E+04,1.9E+05,6.8E+05,2.3E+06,7.4E+06,2.3E+07,6.8E+07,2.0E+08,5.5E+08,1.5E+09,4.1E+09,1.1E+10,2.8E+10,7.3E+10,1.8E+11,4.6E+11,1.1E+12,2.8E+12,6.8E+12,1.6E+13,3.9E+13,9.2E+13,2.2E+14,5.1E+14,1.2E+15,2.7E+15,6.2E+15,1.4E+16,3.2E+16,7.2E+16,1.6E+17,3.6E+17,8.1E+17,1.8E+18,4.0E+18,8.8E+18,1.9E+19,4.2E+19,9.2E+19,2.0E+20,4.3E+20,9.3E+20,2.0E+21,4.3E+21,9.3E+21,2.0E+22,4.2E+22,9.0E+22,1.9E+23,4.0E+23,8.5E+23,1.8E+24,3.8E+24,8.0E+24,1.7E+25,3.5E+25,7.3E+25,1.5E+26,3.2E+26,6.6E+26,1.4E+27,2.9E+27,5.9E+27,1.2E+28,2.5E+28,5.2E+28,1.1E+29,2.2E+29,4.5E+29,9.3E+29,1.9E+30,3.9E+30,7.9E+30,1.6E+31,3.3E+31,6.7E+31,1.4E+32,2.8E+32,5.6E+32,1.1E+33,2.3E+33,4.7E+33,9.5E+33,1.9E+34,3.9E+34,7.8E+34,1.6E+35,3.2E+35,6.4E+35,1.3E+36,2.6E+36,5.2E+36,1.0E+37,2.1E+37,4.1E+37,8.3E+37,1.7E+38,3.3E+38,6.6E+38,1.3E+39,2.6E+39,5.2E+39,1.0E+40,2.1E+40,4.1E+40,8.2E+40,1.6E+41,3.2E+41,6.4E+41,1.3E+42,2.5E+42,5.0E+42,9.9E+42,2.0E+43,3.9E+43,7.6E+43,1.5E+44
11,5.0E+02,4.0E+03,2.3E+04,1.1E+05,4.3E+05,1.6E+06,5.7E+06,1.9E+07,6.1E+07,1.9E+08,5.5E+08,1.6E+09,4.5E+09,1.2E+10,3.4E+10,9.0E+10,2.4E+11,6.1E+11,1.6E+12,4.0E+12,9.9E+12,2.4E+13,6.0E+13,1.5E+14,3.5E+14,8.4E+14,2.0E+15,4.7E+15,1.1E+16,2.6E+16,5.9E+16,1.4E+17,3.1E+17,7.1E+17,1.6E+18,3.7E+18,8.3E+18,1.8E+19,4.1E+19,9.2E+19,2.0E+20,4.5E+20,9.9E+20,2.2E+21,4.7E+21,1.0E+22,2.2E+22,4.9E+22,1.1E+23,2.3E+23,4.9E+23,1.1E+24,2.3E+24,4.8E+24,1.0E+25,2.2E+25,4.6E+25,9.8E+25,2.1E+26,4.4E+26,9.3E+26,1.9E+27,4.1E+27,8.6E+27,1.8E+28,3.8E+28,7.8E+28,1.6E+29,3.4E+29,7.0E+29,1.5E+30,3.0E+30,6.3E+30,1.3E+31,2.7E+31,5.5E+31,1.1E+32,2.3E+32,4.8E+32,9.8E+32,2.0E+33,4.1E+33,8.4E+33,1.7E+34,3.5E+34,7.1E+34,1.5E+35,3.0E+35,6.0E+35,1.2E+36,2.5E+36,5.0E+36,1.0E+37,2.1E+37,4.2E+37,8.4E+37,1.7E+38,3.4E+38,6.9E+38,1.4E+39,2.8E+39,5.6E+39,1.1E+40,2.3E+40,4.5E+40,9.1E+40,1.8E+41,3.6E+41,7.3E+41,1.5E+42,2.9E+42,5.8E+42,1.2E+43,2.3E+43,4.6E+43,9.2E+43,1.8E+44,3.6E+44,7.2E+44,1.4E+45
12,9.3E+02,8.0E+03,4.7E+04,2.3E+05,9.9E+05,3.8E+06,1.4E+07,4.8E+07,1.6E+08,5.0E+08,1.5E+09,4.5E+09,1.3E+10,3.7E+10,1.0E+11,2.8E+11,7.5E+11,2.0E+12,5.2E+12,1.3E+13,3.4E+13,8.5E+13,2.1E+14,5.3E+14,1.3E+15,3.1E+15,7.6E+15,1.8E+16,4.3E+16,1.0E+17,2.4E+17,5.6E+17,1.3E+18,3.0E+18,7.0E+18,1.6E+19,3.6E+19,8.2E+19,1.9E+20,4.2E+20,9.4E+20,2.1E+21,4.7E+21,1.0E+22,2.3E+22,5.1E+22,1.1E+23,2.5E+23,5.4E+23,1.2E+24,2.6E+24,5.5E+24,1.2E+25,2.6E+25,5.6E+25,1.2E+26,2.6E+26,5.5E+26,1.2E+27,2.5E+27,5.3E+27,1.1E+28,2.4E+28,5.1E+28,1.1E+29,2.3E+29,4.8E+29,1.0E+30,2.1E+30,4.4E+30,9.2E+30,1.9E+31,4.0E+31,8.4E+31,1.7E+32,3.6E+32,7.5E+32,1.6E+33,3.2E+33,6.7E+33,1.4E+34,2.8E+34,5.9E+34,1.2E+35,2.5E+35,5.1E+35,1.0E+36,2.1E+36,4.4E+36,9.0E+36,1.8E+37,3.7E+37,7.6E+37,1.6E+38,3.2E+38,6.4E+38,1.3E+39,2.7E+39,5.4E+39,1.1E+40,2.2E+40,4.5E+40,9.1E+40,1.8E+41,3.7E+41,7.5E+41,1.5E+42,3.0E+42,6.1E+42,1.2E+43,2.5E+43,5.0E+43,9.9E+43,2.0E+44,4.0E+44,8.0E+44,1.6E+45,3.2E+45,6.4E+45,1.3E+46
13,1.7E+03,1.6E+04,9.8E+04,5.0E+05,2.2E+06,9.0E+06,3.4E+07,1.2E+08,4.0E+08,1.3E+09,4.1E+09,1.2E+10,3.7E+10,1.1E+11,3.0E+11,8.5E+11,2.3E+12,6.2E+12,1.7E+13,4.4E+13,1.1E+14,2.9E+14,7.4E+14,1.9E+15,4.6E+15,1.1E+16,2.8E+16,6.8E+16,1.6E+17,3.9E+17,9.4E+17,2.2E+18,5.3E+18,1.2E+19,2.9E+19,6.7E+19,1.5E+20,3.5E+20,8.1E+20,1.9E+21,4.2E+21,9.5E+21,2.1E+22,4.8E+22,1.1E+23,2.4E+23,5.4E+23,1.2E+24,2.6E+24,5.8E+24,1.3E+25,2.8E+25,6.1E+25,1.3E+26,2.9E+26,6.3E+26,1.4E+27,3.0E+27,6.4E+27,1.4E+28,2.9E+28,6.3E+28,1.4E+29,2.9E+29,6.2E+29,1.3E+30,2.8E+30,5.9E+30,1.2E+31,2.6E+31,5.6E+31,1.2E+32,2.5E+32,5.2E+32,1.1E+33,2.3E+33,4.8E+33,1.0E+34,2.1E+34,4.3E+34,9.0E+34,1.9E+35,3.9E+35,8.1E+35,1.7E+36,3.5E+36,7.1E+36,1.5E+37,3.0E+37,6.3E+37,1.3E+38,2.7E+38,5.4E+38,1.1E+39,2.3E+39,4.7E+39,9.6E+39,2.0E+40,4.0E+40,8.2E+40,1.7E+41,3.4E+41,6.9E+41,1.4E+42,2.9E+42,5.8E+42,1.2E+43,2.4E+43,4.8E+43,9.8E+43,2.0E+44,4.0E+44,8.1E+44,1.6E+45,3.3E+45,6.6E+45,1.3E+46,2.7E+46,5.4E+46,1.1E+47
14,3.1E+03,3.1E+04,2.0E+05,1.1E+06,4.9E+06,2.1E+07,8.0E+07,2.9E+08,1.0E+09,3.4E+09,1.1E+10,3.4E+10,1.0E+11,3.0E+11,8.8E+11,2.5E+12,7.0E+12,1.9E+13,5.2E+13,1.4E+14,3.7E+14,9.6E+14,2.5E+15,6.3E+15,1.6E+16,4.0E+16,1.0E+17,2.5E+17,6.1E+17,1.5E+18,3.6E+18,8.6E+18,2.0E+19,4.9E+19,1.2E+20,2.7E+20,6.3E+20,1.5E+21,3.4E+21,7.9E+21,1.8E+22,4.2E+22,9.5E+22,2.2E+23,4.9E+23,1.1E+24,2.5E+24,5.5E+24,1.2E+25,2.8E+25,6.1E+25,1.4E+26,3.0E+26,6.6E+26,1.5E+27,3.2E+27,7.0E+27,1.5E+28,3.3E+28,7.2E+28,1.6E+29,3.4E+29,7.3E+29,1.6E+30,3.4E+30,7.2E+30,1.6E+31,3.3E+31,7.1E+31,1.5E+32,3.2E+32,6.8E+32,1.4E+33,3.1E+33,6.5E+33,1.4E+34,2.9E+34,6.1E+34,1.3E+35,2.7E+35,5.6E+35,1.2E+36,2.5E+36,5.2E+36,1.1E+37,2.2E+37,4.7E+37,9.7E+37,2.0E+38,4.2E+38,8.7E+38,1.8E+39,3.7E+39,7.7E+39,1.6E+40,3.3E+40,6.7E+40,1.4E+41,2.8E+41,5.8E+41,1.2E+42,2.5E+42,5.0E+42,1.0E+43,2.1E+43,4.3E+43,8.8E+43,1.8E+44,3.6E+44,7.4E+44,1.5E+45,3.1E+45,6.3E+45,1.3E+46,2.6E+46,5.2E+46,1.1E+47,2.1E+47,4.3E+47,8.8E+47
15,5.8E+03,6.1E+04,4.1E+05,2.3E+06,1.1E+07,4.7E+07,1.9E+08,7.0E+08,2.5E+09,8.6E+09,2.8E+10,9.0E+10,2.8E+11,8.5E+11,2.5E+12,7.2E+12,2.1E+13,5.8E+13,1.6E+14,4.3E+14,1.2E+15,3.1E+15,8.1E+15,2.1E+16,5.4E+16,1.4E+17,3.5E+17,8.7E+17,2.2E+18,5.4E+18,1.3E+19,3.2E+19,7.8E+19,1.9E+20,4.5E+20,1.1E+21,2.5E+21,5.9E+21,1.4E+22,3.3E+22,7.6E+22,1.8E+23,4.0E+23,9.3E+23,2.1E+24,4.9E+24,1.1E+25,2.5E+25,5.6E+25,1.3E+26,2.9E+26,6.4E+26,1.4E+27,3.2E+27,7.0E+27,1.6E+28,3.4E+28,7.6E+28,1.7E+29,3.6E+29,8.0E+29,1.7E+30,3.8E+30,8.2E+30,1.8E+31,3.9E+31,8.4E+31,1.8E+32,3.9E+32,8.3E+32,1.8E+33,3.8E+33,8.2E+33,1.7E+34,3.7E+34,7.9E+34,1.7E+35,3.6E+35,7.6E+35,1.6E+36,3.4E+36,7.1E+36,1.5E+37,3.2E+37,6.7E+37,1.4E+38,2.9E+38,6.1E+38,1.3E+39,2.7E+39,5.6E+39,1.2E+40,2.4E+40,5.0E+40,1.0E+41,2.2E+41,4.5E+41,9.3E+41,1.9E+42,4.0E+42,8.2E+42,1.7E+43,3.5E+43,7.2E+43,1.5E+44,3.1E+44,6.3E+44,1.3E+45,2.6E+45,5.4E+45,1.1E+46,2.3E+46,4.6E+46,9.4E+46,1.9E+47,3.9E+47,8.0E+47,1.6E+48,3.3E+48,6.8E+48
16,1.1E+04,1.2E+05,8.4E+05,4.8E+06,2.4E+07,1.1E+08,4.4E+08,1.7E+09,6.2E+09,2.2E+10,7.3E+10,2.4E+11,7.5E+11,2.3E+12,7.0E+12,2.1E+13,6.0E+13,1.7E+14,4.8E+14,1.3E+15,3.6E+15,9.8E+15,2.6E+16,6.9E+16,1.8E+17,4.6E+17,1.2E+18,3.0E+18,7.6E+18,1.9E+19,4.7E+19,1.2E+20,2.9E+20,7.0E+20,1.7E+21,4.1E+21,9.8E+21,2.3E+22,5.5E+22,1.3E+23,3.1E+23,7.2E+23,1.7E+24,3.9E+24,9.0E+24,2.1E+25,4.8E+25,1.1E+26,2.5E+26,5.7E+26,1.3E+27,2.9E+27,6.5E+27,1.5E+28,3.3E+28,7.3E+28,1.6E+29,3.6E+29,8.1E+29,1.8E+30,3.9E+30,8.7E+30,1.9E+31,4.2E+31,9.1E+31,2.0E+32,4.3E+32,9.4E+32,2.0E+33,4.4E+33,9.6E+33,2.1E+34,4.5E+34,9.6E+34,2.1E+35,4.4E+35,9.5E+35,2.0E+36,4.3E+36,9.2E+36,2.0E+37,4.2E+37,8.8E+37,1.9E+38,4.0E+38,8.4E+38,1.8E+39,3.7E+39,7.8E+39,1.6E+40,3.5E+40,7.3E+40,1.5E+41,3.2E+41,6.7E+41,1.4E+42,2.9E+42,6.1E+42,1.3E+43,2.6E+43,5.4E+43,1.1E+44,2.3E+44,4.9E+44,1.0E+45,2.1E+45,4.3E+45,8.9E+45,1.8E+46,3.8E+46,7.8E+46,1.6E+47,3.3E+47,6.7E+47,1.4E+48,2.8E+48,5.8E+48,1.2E+49,2.4E+49,5.0E+49
17,2.0E+04,2.3E+05,1.7E+06,1.0E+07,5.2E+07,2.4E+08,1.0E+09,4.0E+09,1.5E+10,5.3E+10,1.8E+11,6.1E+11,2.0E+12,6.2E+12,1.9E+13,5.8E+13,1.7E+14,5.0E+14,1.4E+15,4.0E+15,1.1E+16,3.0E+16,8.2E+16,2.2E+17,5.8E+17,1.5E+18,4.0E+18,1.0E+19,2.6E+19,6.6E+19,1.7E+20,4.2E+20,1.0E+21,2.6E+21,6.3E+21,1.5E+22,3.7E+22,8.9E+22,2.1E+23,5.1E+23,1.2E+24,2.9E+24,6.8E+24,1.6E+25,3.7E+25,8.7E+25,2.0E+26,4.7E+26,1.1E+27,2.5E+27,5.6E+27,1.3E+28,2.9E+28,6.6E+28,1.5E+29,3.4E+29,7.6E+29,1.7E+30,3.8E+30,8.5E+30,1.9E+31,4.2E+31,9.3E+31,2.1E+32,4.5E+32,1.0E+33,2.2E+33,4.8E+33,1.0E+34,2.3E+34,5.0E+34,1.1E+35,2.4E+35,5.1E+35,1.1E+36,2.4E+36,5.1E+36,1.1E+37,2.4E+37,5.1E+37,1.1E+38,2.3E+38,5.0E+38,1.1E+39,2.3E+39,4.8E+39,1.0E+40,2.2E+40,4.6E+40,9.8E+40,2.1E+41,4.4E+41,9.2E+41,1.9E+42,4.1E+42,8.6E+42,1.8E+43,3.8E+43,7.9E+43,1.7E+44,3.5E+44,7.3E+44,1.5E+45,3.2E+45,6.6E+45,1.4E+46,2.8E+46,5.9E+46,1.2E+47,2.5E+47,5.3E+47,1.1E+48,2.2E+48,4.6E+48,9.6E+48,2.0E+49,4.1E+49,8.4E+49,1.7E+50,3.5E+50
18,3.6E+04,4.4E+05,3.4E+06,2.1E+07,1.1E+08,5.3E+08,2.3E+09,9.3E+09,3.6E+10,1.3E+11,4.6E+11,1.6E+12,5.2E+12,1.7E+13,5.2E+13,1.6E+14,4.8E+14,1.4E+15,4.1E+15,1.2E+16,3.3E+16,9.2E+16,2.5E+17,6.9E+17,1.8E+18,4.9E+18,1.3E+19,3.4E+19,8.8E+19,2.2E+20,5.7E+20,1.5E+21,3.6E+21,9.1E+21,2.3E+22,5.6E+22,1.4E+23,3.3E+23,8.1E+23,2.0E+24,4.7E+24,1.1E+25,2.7E+25,6.3E+25,1.5E+26,3.5E+26,8.3E+26,1.9E+27,4.5E+27,1.0E+28,2.4E+28,5.5E+28,1.3E+29,2.9E+29,6.6E+29,1.5E+30,3.4E+30,7.7E+30,1.7E+31,3.9E+31,8.8E+31,2.0E+32,4.4E+32,9.8E+32,2.2E+33,4.8E+33,1.1E+34,2.4E+34,5.2E+34,1.1E+35,2.5E+35,5.5E+35,1.2E+36,2.6E+36,5.7E+36,1.2E+37,2.7E+37,5.9E+37,1.3E+38,2.8E+38,5.9E+38,1.3E+39,2.8E+39,5.9E+39,1.3E+40,2.7E+40,5.8E+40,1.2E+41,2.6E+41,5.6E+41,1.2E+42,2.6E+42,5.4E+42,1.1E+43,2.4E+43,5.1E+43,1.1E+44,2.3E+44,4.8E+44,1.0E+45,2.1E+45,4.5E+45,9.4E+45,2.0E+46,4.1E+46,8.7E+46,1.8E+47,3.8E+47,7.9E+47,1.6E+48,3.4E+48,7.1E+48,1.5E+49,3.1E+49,6.4E+49,1.3E+50,2.7E+50,5.7E+50,1.2E+51,2.4E+51
19,6.6E+04,8.6E+05,6.9E+06,4.4E+07,2.4E+08,1.2E+09,5.2E+09,2.2E+10,8.5E+10,3.2E+11,1.1E+12,4.0E+12,1.3E+13,4.4E+13,1.4E+14,4.3E+14,1.3E+15,4.0E+15,1.2E+16,3.4E+16,9.8E+16,2.8E+17,7.7E+17,2.1E+18,5.8E+18,1.6E+19,4.2E+19,1.1E+20,2.9E+20,7.5E+20,1.9E+21,5.0E+21,1.3E+22,3.2E+22,8.0E+22,2.0E+23,5.0E+23,1.2E+24,3.0E+24,7.3E+24,1.8E+25,4.3E+25,1.0E+26,2.5E+26,5.9E+26,1.4E+27,3.3E+27,7.8E+27,1.8E+28,4.3E+28,1.0E+29,2.3E+29,5.4E+29,1.2E+30,2.9E+30,6.5E+30,1.5E+31,3.4E+31,7.8E+31,1.8E+32,4.0E+32,9.0E+32,2.0E+33,4.6E+33,1.0E+34,2.3E+34,5.1E+34,1.1E+35,2.5E+35,5.6E+35,1.2E+36,2.7E+36,6.0E+36,1.3E+37,2.9E+37,6.3E+37,1.4E+38,3.0E+38,6.6E+38,1.4E+39,3.1E+39,6.8E+39,1.5E+40,3.2E+40,6.9E+40,1.5E+41,3.2E+41,6.8E+41,1.5E+42,3.2E+42,6.7E+42,1.4E+43,3.1E+43,6.6E+43,1.4E+44,3.0E+44,6.3E+44,1.3E+45,2.9E+45,6.0E+45,1.3E+46,2.7E+46,5.7E+46,1.2E+47,2.5E+47,5.3E+47,1.1E+48,2.4E+48,4.9E+48,1.0E+49,2.2E+49,4.5E+49,9.5E+49,2.0E+50,4.1E+50,8.6E+50,1.8E+51,3.7E+51,7.8E+51,1.6E+52
20,1.2E+05,1.6E+06,1.4E+07,9.1E+07,5.1E+08,2.5E+09,1.2E+10,4.9E+10,2.0E+11,7.6E+11,2.8E+12,9.9E+12,3.4E+13,1.1E+14,3.7E+14,1.2E+15,3.6E+15,1.1E+16,3.3E+16,9.8E+16,2.8E+17,8.1E+17,2.3E+18,6.4E+18,1.8E+19,4.8E+19,1.3E+20,3.5E+20,9.3E+20,2.5E+21,6.4E+21,1.7E+22,4.3E+22,1.1E+23,2.8E+23,7.0E+23,1.8E+24,4.4E+24,1.1E+25,2.7E+25,6.6E+25,1.6E+26,3.9E+26,9.4E+26,2.3E+27,5.4E+27,1.3E+28,3.1E+28,7.3E+28,1.7E+29,4.1E+29,9.5E+29,2.2E+30,5.2E+30,1.2E+31,2.8E+31,6.4E+31,1.5E+32,3.4E+32,7.7E+32,1.8E+33,4.0E+33,9.1E+33,2.1E+34,4.7E+34,1.0E+35,2.4E+35,5.3E+35,1.2E+36,2.6E+36,5.9E+36,1.3E+37,2.9E+37,6.4E+37,1.4E+38,3.1E+38,6.9E+38,1.5E+39,3.3E+39,7.3E+39,1.6E+40,3.5E+40,7.6E+40,1.7E+41,3.6E+41,7.8E+41,1.7E+42,3.7E+42,7.9E+42,1.7E+43,3.7E+43,7.9E+43,1.7E+44,3.7E+44,7.8E+44,1.7E+45,3.6E+45,7.7E+45,1.6E+46,3.5E+46,7.4E+46,1.6E+47,3.3E+47,7.1E+47,1.5E+48,3.2E+48,6.7E+48,1.4E+49,3.0E+49,6.3E+49,1.3E+50,2.8E+50,5.9E+50,1.2E+51,2.6E+51,5.4E+51,1.1E+52,2.4E+52,5.0E+52,1.0E+53
21,2.2E+05,3.2E+06,2.8E+07,1.9E+08,1.1E+09,5.5E+09,2.6E+10,1.1E+11,4.6E+11,1.8E+12,6.8E+12,2.4E+13,8.5E+13,2.9E+14,9.6E+14,3.1E+15,9.8E+15,3.0E+16,9.2E+16,2.8E+17,8.1E+17,2.4E+18,6.8E+18,1.9E+19,5.4E+19,1.5E+20,4.1E+20,1.1E+21,3.0E+21,7.9E+21,2.1E+22,5.5E+22,1.4E+23,3.7E+23,9.5E+23,2.4E+24,6.1E+24,1.5E+25,3.9E+25,9.6E+25,2.4E+26,5.9E+26,1.4E+27,3.5E+27,8.6E+27,2.1E+28,5.0E+28,1.2E+29,2.9E+29,6.8E+29,1.6E+30,3.8E+30,9.0E+30,2.1E+31,5.0E+31,1.2E+32,2.7E+32,6.2E+32,1.4E+33,3.3E+33,7.6E+33,1.8E+34,4.0E+34,9.1E+34,2.1E+35,4.7E+35,1.1E+36,2.4E+36,5.4E+36,1.2E+37,2.7E+37,6.2E+37,1.4E+38,3.1E+38,6.8E+38,1.5E+39,3.4E+39,7.4E+39,1.6E+40,3.6E+40,8.0E+40,1.8E+41,3.9E+41,8.4E+41,1.8E+42,4.0E+42,8.8E+42,1.9E+43,4.2E+43,9.0E+43,2.0E+44,4.2E+44,9.2E+44,2.0E+45,4.3E+45,9.2E+45,2.0E+46,4.2E+46,9.1E+46,2.0E+47,4.2E+47,8.9E+47,1.9E+48,4.1E+48,8.7E+48,1.8E+49,3.9E+49,8.3E+49,1.8E+50,3.7E+50,7.9E+50,1.7E+51,3.5E+51,7.5E+51,1.6E+52,3.3E+52,7.0E+52,1.5E+53,3.1E+53,6.5E+53
22,4.1E+05,6.1E+06,5.5E+07,3.8E+08,2.3E+09,1.2E+10,5.7E+10,2.5E+11,1.1E+12,4.3E+12,1.6E+13,6.0E+13,2.1E+14,7.4E+14,2.5E+15,8.1E+15,2.6E+16,8.2E+16,2.5E+17,7.7E+17,2.3E+18,6.8E+18,2.0E+19,5.6E+19,1.6E+20,4.5E+20,1.2E+21,3.4E+21,9.3E+21,2.5E+22,6.7E+22,1.8E+23,4.7E+23,1.2E+24,3.2E+24,8.2E+24,2.1E+25,5.3E+25,1.3E+26,3.4E+26,8.5E+26,2.1E+27,5.2E+27,1.3E+28,3.2E+28,7.7E+28,1.9E+29,4.6E+29,1.1E+30,2.6E+30,6.3E+30,1.5E+31,3.6E+31,8.5E+31,2.0E+32,4.7E+32,1.1E+33,2.6E+33,6.0E+33,1.4E+34,3.2E+34,7.5E+34,1.7E+35,4.0E+35,9.1E+35,2.1E+36,4.7E+36,1.1E+37,2.4E+37,5.5E+37,1.3E+38,2.8E+38,6.4E+38,1.4E+39,3.2E+39,7.2E+39,1.6E+40,3.6E+40,7.9E+40,1.8E+41,3.9E+41,8.6E+41,1.9E+42,4.2E+42,9.2E+42,2.0E+43,4.5E+43,9.8E+43,2.1E+44,4.7E+44,1.0E+45,2.2E+45,4.8E+45,1.0E+46,2.3E+46,4.9E+46,1.1E+47,2.3E+47,5.0E+47,1.1E+48,2.3E+48,4.9E+48,1.1E+49,2.3E+49,4.9E+49,1.0E+50,2.2E+50,4.8E+50,1.0E+51,2.2E+51,4.6E+51,9.8E+51,2.1E+52,4.4E+52,9.3E+52,2.0E+53,4.2E+53,8.8E+53,1.9E+54,3.9E+54
23,7.6E+05,1.2E+07,1.1E+08,7.8E+08,4.8E+09,2.6E+10,1.3E+11,5.7E+11,2.5E+12,1.0E+13,3.9E+13,1.5E+14,5.3E+14,1.9E+15,6.3E+15,2.1E+16,6.9E+16,2.2E+17,6.9E+17,2.1E+18,6.4E+18,1.9E+19,5.6E+19,1.6E+20,4.7E+20,1.3E+21,3.8E+21,1.0E+22,2.9E+22,7.8E+22,2.1E+23,5.7E+23,1.5E+24,4.0E+24,1.0E+25,2.7E+25,7.1E+25,1.8E+26,4.6E+26,1.2E+27,3.0E+27,7.5E+27,1.9E+28,4.7E+28,1.2E+29,2.8E+29,7.0E+29,1.7E+30,4.1E+30,1.0E+31,2.4E+31,5.8E+31,1.4E+32,3.3E+32,7.9E+32,1.9E+33,4.4E+33,1.0E+34,2.5E+34,5.8E+34,1.3E+35,3.1E+35,7.3E+35,1.7E+36,3.9E+36,8.9E+36,2.1E+37,4.7E+37,1.1E+38,2.5E+38,5.6E+38,1.3E+39,2.9E+39,6.5E+39,1.5E+40,3.3E+40,7.4E+40,1.7E+41,3.7E+41,8.3E+41,1.9E+42,4.1E+42,9.2E+42,2.0E+43,4.5E+43,1.0E+44,2.2E+44,4.9E+44,1.1E+45,2.4E+45,5.2E+45,1.1E+46,2.5E+46,5.4E+46,1.2E+47,2.6E+47,5.6E+47,1.2E+48,2.6E+48,5.7E+48,1.2E+49,2.7E+49,5.8E+49,1.2E+50,2.7E+50,5.7E+50,1.2E+51,2.6E+51,5.7E+51,1.2E+52,2.6E+52,5.6E+52,1.2E+53,2.5E+53,5.4E+53,1.1E+54,2.4E+54,5.2E+54,1.1E+55,2.3E+55
24,1.4E+06,2.2E+07,2.1E+08,1.6E+09,9.9E+09,5.5E+10,2.8E+11,1.3E+12,5.6E+12,2.3E+13,9.2E+13,3.5E+14,1.3E+15,4.6E+15,1.6E+16,5.4E+16,1.8E+17,5.8E+17,1.8E+18,5.8E+18,1.8E+19,5.4E+19,1.6E+20,4.7E+20,1.4E+21,3.9E+21,1.1E+22,3.1E+22,8.7E+22,2.4E+23,6.6E+23,1.8E+24,4.8E+24,1.3E+25,3.4E+25,9.0E+25,2.3E+26,6.1E+26,1.6E+27,4.0E+27,1.0E+28,2.6E+28,6.6E+28,1.6E+29,4.1E+29,1.0E+30,2.5E+30,6.3E+30,1.5E+31,3.7E+31,9.1E+31,2.2E+32,5.3E+32,1.3E+33,3.1E+33,7.4E+33,1.8E+34,4.2E+34,9.9E+34,2.3E+35,5.5E+35,1.3E+36,3.0E+36,7.0E+36,1.6E+37,3.8E+37,8.7E+37,2.0E+38,4.6E+38,1.1E+39,2.4E+39,5.6E+39,1.3E+40,2.9E+40,6.6E+40,1.5E+41,3.4E+41,7.6E+41,1.7E+42,3.9E+42,8.7E+42,1.9E+43,4.3E+43,9.7E+43,2.2E+44,4.8E+44,1.1E+45,2.4E+45,5.2E+45,1.2E+46,2.6E+46,5.6E+46,1.2E+47,2.7E+47,6.0E+47,1.3E+48,2.9E+48,6.3E+48,1.4E+49,3.0E+49,6.5E+49,1.4E+50,3.0E+50,6.6E+50,1.4E+51,3.1E+51,6.7E+51,1.4E+52,3.1E+52,6.7E+52,1.4E+53,3.1E+53,6.6E+53,1.4E+54,3.0E+54,6.5E+54,1.4E+55,3.0E+55,6.3E+55,1.3E+56
25,2.6E+06,4.3E+07,4.2E+08,3.2E+09,2.1E+10,1.2E+11,6.0E+11,2.8E+12,1.3E+13,5.4E+13,2.2E+14,8.4E+14,3.1E+15,1.1E+16,4.0E+16,1.4E+17,4.6E+17,1.5E+18,4.9E+18,1.6E+19,4.8E+19,1.5E+20,4.5E+20,1.3E+21,3.9E+21,1.1E+22,3.3E+22,9.3E+22,2.6E+23,7.3E+23,2.0E+24,5.6E+24,1.5E+25,4.1E+25,1.1E+26,2.9E+26,7.7E+26,2.0E+27,5.2E+27,1.4E+28,3.5E+28,8.9E+28,2.3E+29,5.8E+29,1.5E+30,3.6E+30,9.1E+30,2.3E+31,5.6E+31,1.4E+32,3.4E+32,8.3E+32,2.0E+33,4.9E+33,1.2E+34,2.8E+34,6.8E+34,1.6E+35,3.9E+35,9.2E+35,2.2E+36,5.2E+36,1.2E+37,2.9E+37,6.7E+37,1.6E+38,3.7E+38,8.5E+38,2.0E+39,4.5E+39,1.0E+40,2.4E+40,5.5E+40,1.3E+41,2.9E+41,6.6E+41,1.5E+42,3.4E+42,7.8E+42,1.8E+43,4.0E+43,8.9E+43,2.0E+44,4.5E+44,1.0E+45,2.3E+45,5.1E+45,1.1E+46,2.5E+46,5.6E+46,1.2E+47,2.8E+47,6.1E+47,1.3E+48,3.0E+48,6.5E+48,1.4E+49,3.2E+49,6.9E+49,1.5E+50,3.3E+50,7.2E+50,1.6E+51,3.4E+51,7.5E+51,1.6E+52,3.5E+52,7.7E+52,1.7E+53,3.6E+53,7.8E+53,1.7E+54,3.6E+54,7.8E+54,1.7E+55,3.6E+55,7.7E+55,1.7E+56,3.5E+56,7.6E+56
